X,Y,Z,Name,ALCALDIAS,AÑO,CVE_EOD17,CVE_EST,EST,FID,Field_1,LINEA,NOMBRE,SISTEMA,TIPO
-99.10370874,19.43656537,0,STC Metro,Venustiano Carranza,1999,5190,STCLB08,8,181,STC Metro,B,Ricardo Flores Magón,STC Metro,Intermedia
-99.09420167,19.44083535,0,STC Metro,Venustiano Carranza,1999,5192,STCLB09,9,182,STC Metro,B,Romero Rubio,STC Metro,Intermedia
-99.08721733,19.44569483,0,STC Metro,Gustavo A. Madero / Venustiano Carranza,1999,5187,STCLB10,10,183,STC Metro,B,Oceanía,STC Metro,Transbordo
-99.07933423,19.4510111,0,STC Metro,Gustavo A. Madero,1999,5178,STCLB11,11,184,STC Metro,B,Deportivo Oceanía,STC Metro,Intermedia
-99.0692887,19.45809477,0,STC Metro,Gustavo A. Madero,1999,5175,STCLB12,12,185,STC Metro,B,Bosque de Aragón,STC Metro,Intermedia
-99.06138197,19.46167079,0,STC Metro,Gustavo A. Madero,1999,5195,STCLB13,13,186,STC Metro,B,Villa de Aragón,STC Metro,Intermedia
-99.05461334,19.47288563,0,STC Metro,Estado de México - Nezahualcóyotl,2000,5186,STCLB14,14,187,STC Metro,B,Nezahualcóyotl,STC Metro,Intermedia
-99.04895716,19.48575322,0,STC Metro,Estado de México - Nezahualcóyotl,2000,5182,STCLB15,15,188,STC Metro,B,Impulsora,STC Metro,Intermedia
-99.04678664,19.49068868,0,STC Metro,Estado de México - Nezahualcóyotl,2000,5191,STCLB16,16,189,STC Metro,B,Río de los Remedios,STC Metro,Intermedia
-99.0420672,19.50149033,0,STC Metro,Estado de México - Ecatepec,2000,5185,STCLB17,17,190,STC Metro,B,Múzquiz,STC Metro,Intermedia
-99.03606934,19.51512508,0,STC Metro,Estado de México - Ecatepec,2000,5179,STCLB18,18,191,STC Metro,B,Ecatepec,STC Metro,Intermedia
-99.03334249,19.52134493,0,STC Metro,Estado de México - Ecatepec,2000,5188,STCLB19,19,192,STC Metro,B,Olímpica,STC Metro,Intermedia
-99.03018455,19.52847589,0,STC Metro,Estado de México - Ecatepec,2000,5189,STCLB20,20,193,STC Metro,B,Plaza Aragón,STC Metro,Intermedia
-99.02750972,19.53451307,0,STC Metro,Estado de México - Ecatepec,2000,5177,STCLB21,21,194,STC Metro,B,Ciudad Azteca,STC Metro,Terminal
