X,Y,Z,Name,FID,Field_1,LINEA,RUTA,SISTEMA
-99.12044583,19.49184413,0,STC Metro,2,STC Metro,3,Indios Verdes - Universidad,STC Metro
-99.12022038,19.49255281,0,STC Metro,2,STC Metro,3,Indios Verdes - Universidad,STC Metro
-99.12013136,19.49282257,0,STC Metro,2,STC Metro,3,Indios Verdes - Universidad,STC Metro
-99.12008911,19.49297826,0,STC Metro,2,STC Metro,3,Indios Verdes - Universidad,STC Metro
-99.12001595,19.49326165,0,STC Metro,2,STC Metro,3,Indios Verdes - Universidad,STC Metro
-99.11972835,19.49440696,0,STC Metro,2,STC Metro,3,Indios Verdes - Universidad,STC Metro
-99.11950994,19.49533762,0,STC Metro,2,STC Metro,3,Indios Verdes - Universidad,STC Metro
-99.10436948,19.48504415,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10489642,19.48435042,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10609179,19.48260449,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10635326,19.48225858,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10646812,19.48208062,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10657388,19.48188544,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10667206,19.48166015,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10674605,19.48145208,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10682149,19.48116653,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10691635,19.48048358,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10699606,19.47977625,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10727674,19.47731397,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10733697,19.47688354,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10736861,19.47669845,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.1074048,19.47652626,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10785452,19.47492348,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10823933,19.47354455,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10846793,19.47268935,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10850629,19.47255782,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10858092,19.47232429,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10864971,19.4721361,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10875982,19.47186749,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.10997133,19.46924971,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11077919,19.4674535,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11161867,19.46559271,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.1121211,19.4642437,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11268847,19.46272692,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11273262,19.4625967,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11279827,19.46241066,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11286637,19.4621981,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11373468,19.45870199,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11407818,19.45731354,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11442591,19.455908,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.115968,19.44961916,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11630982,19.44822301,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.1171402,19.44477688,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11733169,19.4440014,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11742617,19.4435805,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11750853,19.44314431,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11760896,19.44259525,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11804483,19.44024403,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11830394,19.43884363,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11843044,19.43809943,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11854492,19.43747576,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11874039,19.43592348,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11885186,19.43496457,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11892236,19.43408772,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11899403,19.43315252,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11900624,19.43254539,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11902055,19.43197808,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11904628,19.43159552,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11908287,19.43112489,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11932721,19.42939943,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.11954123,19.42802728,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.1196097,19.42760624,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.1197971,19.42633875,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.12042331,19.42238749,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.12061635,19.42099026,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.12165803,19.41358368,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.12170783,19.41318574,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.12175026,19.41272217,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.12176277,19.41226055,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.12175777,19.41177786,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.12173433,19.41035185,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.1217027,19.40761177,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.12166497,19.40601812,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.12164063,19.40547296,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.12161248,19.40514259,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.1216058,19.40477022,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.12166694,19.40357679,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.1216956,19.40289157,0,STC Metro,3,STC Metro,4,Martín Carrera - Santa Anita,STC Metro
-99.07432881,19.41510477,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.07509712,19.41555278,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.07816499,19.41733989,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.07935241,19.4181691,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.07995194,19.41858362,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08012794,19.41872606,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08021299,19.41880084,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08040629,19.41901748,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08056131,19.41923857,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08101221,19.41996447,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08121588,19.42021507,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08139616,19.42039312,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08153609,19.42049827,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08166089,19.42058429,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.0820023,19.42079273,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08358367,19.42171884,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08691384,19.42363796,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08887053,19.42477987,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08909643,19.42492705,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08931427,19.42507997,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.0896491,19.42531701,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09015443,19.42567989,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09065563,19.42605106,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09111351,19.42639345,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09138203,19.42657265,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09149802,19.42667302,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09160269,19.42679491,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09166954,19.42690128,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09172484,19.42701762,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09177408,19.42718258,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.0917868,19.427393,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.0917743,19.42757473,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09174422,19.42787004,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09166128,19.42827538,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09068805,19.43002162,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08963506,19.43191591,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08918334,19.43274537,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08899752,19.43308834,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.0887452,19.43350882,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08860315,19.43370401,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08831901,19.43402264,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08799574,19.43434549,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08761858,19.43474031,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08706856,19.4353486,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08693505,19.43552366,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08681597,19.4357108,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08669882,19.43597099,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08663982,19.43611893,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.0865825,19.43632891,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08652892,19.43652493,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08644954,19.43694811,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08623361,19.43804783,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08614762,19.43854521,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08605012,19.43887423,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08593828,19.43923917,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08586346,19.43943788,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08563774,19.440029,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08553218,19.44033837,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08546257,19.44052475,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08543389,19.44063022,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08540448,19.44078446,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.0853879,19.44089206,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08537733,19.44102698,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08536898,19.44122183,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08538361,19.44135977,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08539047,19.44147884,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08540414,19.44157603,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08543142,19.44168936,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.0854693,19.44183137,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08551627,19.44199921,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08558139,19.44216703,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08570555,19.44243812,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08640055,19.44400158,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08728631,19.44591213,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08741726,19.44615524,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08748689,19.44627429,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08755803,19.44638185,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08766095,19.44652312,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08775517,19.44663659,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08787446,19.4467612,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.08817962,19.44707425,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.0923591,19.45101391,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09260575,19.45122755,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09272832,19.45133652,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.0928645,19.45143258,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09300974,19.45152002,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09317011,19.45160601,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09332442,19.4516748,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09349233,19.45173497,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09367839,19.45178652,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09388108,19.45182372,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09403385,19.45184085,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09419115,19.45184794,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09434844,19.45184499,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09450875,19.45183343,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09463881,19.45181328,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09481272,19.45177732,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09497453,19.45172989,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09515749,19.45166093,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09547749,19.45152721,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09700928,19.45095963,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09871723,19.45032501,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.0993765,19.45008716,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09961592,19.45000932,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09977974,19.44996499,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.09994231,19.44993023,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.10012504,19.44989785,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.10025359,19.44988343,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.10045146,19.44987495,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.10061782,19.44987247,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.10076025,19.44987837,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.1009178,19.44989143,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.10109301,19.44992003,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.10122662,19.44994506,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.10140072,19.44998132,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.10152866,19.45001726,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.10453265,19.45111675,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.10606828,19.45167883,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11076047,19.45339661,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11122567,19.45356848,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11145105,19.45365841,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11164646,19.45374257,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11178831,19.45381422,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11191376,19.45388468,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11206949,19.45399278,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11232641,19.45417993,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11289151,19.45461643,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11416041,19.45563876,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11656928,19.45763064,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11686286,19.45785139,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11701268,19.45796033,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11715643,19.45804918,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11728353,19.45811653,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.1174318,19.45818386,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11763605,19.45825977,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.11860882,19.45857906,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.12152553,19.45954804,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.12350505,19.46019771,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.12527932,19.46079989,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.12669056,19.46125497,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.1272946,19.46147902,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.12754188,19.46157401,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.12768561,19.46163417,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.12788706,19.46172981,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.12804469,19.46181014,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.12886529,19.4622986,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.12977627,19.46284025,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13194629,19.46411398,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13246686,19.46442671,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13262143,19.46451521,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13278188,19.46461477,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13286276,19.46469269,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13293619,19.46478015,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13300066,19.46486203,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13409634,19.46637063,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13604795,19.46899125,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13697813,19.47033415,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13733779,19.47090268,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13747288,19.47116412,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13787007,19.47216996,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.1379333,19.47234855,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13817928,19.47293792,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13876885,19.47440072,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13914787,19.47541667,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13937105,19.47593219,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.13957016,19.47636033,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.1403367,19.47827303,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14094061,19.47980735,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14106774,19.48011867,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14139982,19.48087949,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14344735,19.48652023,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14363044,19.48692383,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14380249,19.48722599,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14396735,19.48753474,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14405756,19.48772869,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14414322,19.48791428,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.1444375,19.48865396,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14498661,19.49003625,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14560445,19.49164497,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14576696,19.49205354,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14596298,19.49273484,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14611589,19.49314718,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14636313,19.49383915,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14690619,19.49515075,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14723896,19.49600697,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14777791,19.49734509,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14795791,19.49772783,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14812803,19.49807548,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.1483228,19.4984807,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14844925,19.49879319,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14889931,19.49991262,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.14920599,19.5006787,0,STC Metro,4,STC Metro,5,Politecnico - Pantitlán,STC Metro
-99.10747531,19.48293882,0,STC Metro,5,STC Metro,6,El Rosario - Martín Carrera,STC Metro
-99.1088894,19.48321555,0,STC Metro,5,STC Metro,6,El Rosario - Martín Carrera,STC Metro
-99.10913398,19.48323931,0,STC Metro,5,STC Metro,6,El Rosario - Martín Carrera,STC Metro
-99.10941886,19.48322001,0,STC Metro,5,STC Metro,6,El Rosario - Martín Carrera,STC Metro
-99.10959279,19.48316252,0,STC Metro,5,STC Metro,6,El Rosario - Martín Carrera,STC Metro
-99.10977173,19.48306198,0,STC Metro,5,STC Metro,6,El Rosario - Martín Carrera,STC Metro
